Samples,Pops,Long,Lat,wc2.1_30s_bio_1,TwaQ,wc2.1_30s_bio_11,wc2.1_30s_bio_12,PWQ,wc2.1_30s_bio_14,wc2.1_30s_bio_15,wc2.1_30s_bio_16,wc2.1_30s_bio_17,wc2.1_30s_bio_18,wc2.1_30s_bio_19,wc2.1_30s_bio_2,ISO,wc2.1_30s_bio_4,wc2.1_30s_bio_5,wc2.1_30s_bio_6,wc2.1_30s_bio_7,TweQ,wc2.1_30s_bio_9
lh5-499,BLK,-104.193819,32.239543,17.1916675567627,26.9166660308838,7.21666669845581,337,71,7,68.4304046630859,164,30,135,37,17.6333332061768,46.1605567932129,799.760864257812,35.7000007629395,-2.5,38.2000007629395,25.783332824707,9.18333339691162
mag1742,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1747,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1752,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1755,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1757,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1759,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1763,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1764,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1766,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
mag1770,BLK,-104.235696,32.209939,17.158332824707,26.783332824707,7.29999971389771,343,74,7,70.7948150634766,170,29,139,35,17.6166667938232,46.4819679260254,791.229858398438,35.5,-2.40000009536743,37.9000015258789,25.6499996185303,9.19999980926514
